Url,Address,ReferenceNumber,Validateddate,Status,Proposal
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/131/20/PL&from=planningSearch,Rustington Golf Centre Golfers Lane Angmering  BN16 4NB,A/131/20/PL,24-08-20,ApproveConditionally     ,"New outdoor climbing area, kiosk, briefing room & net gain of  31 No. car parking spaces. This site is in CIL Zone 3 (Zero Rated) as 'other development'."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/92/20/DOC&from=planningSearch,Babsham Business Centre Babsham Lane Bersted  PO21 5EL,BE/92/20/DOC,30-09-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref BE/89/19/PL relating to Condition Nos 2 - car parking spaces, 3 - acoustic assessment, 4 - mitigation & remedial strategy for reptiles, 11 - access road, 12 - bat boxes and 13 - dust control"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/93/20/DOC&from=planningSearch,Flamsteed Lake Lane Barnham  PO22 0AD,BN/93/20/DOC,24-08-20,DOC Refused     ,Approval of details reserved by condition imposed under ref BN/130/19/HH relating to Condition No 3 - surface water drainage.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/100/20/HH&from=planningSearch,10 Copse View East Preston   BN16 1AY,EP/100/20/HH,25-09-20,ApproveConditionally     ,Car width hard standing block paved surface for car on front garden
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/99/20/HH&from=planningSearch,9 Worthing Road East Preston   BN16 1AT,EP/99/20/HH,21-08-20,ApproveConditionally     ,Single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=F/21/20/DOC&from=planningSearch,Wicks Farm Ford Lane Ford  BN18 0DF,F/21/20/DOC,26-08-20,DOC Approved     ,Approval of details reserved by condition imposed under ref F/30/18/PL relating to Condition No 3 - surface water drainage.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/82/20/RES&from=planningSearch,Land to the south of Ford Lane and East of North End Road Yapton  BN18 0DS,Y/82/20/RES,21-08-20,ApproveConditionally     ,"Approval of reserved matters following outline consent Y/80/16/OUT for 4.5ha of residential development comprising of 3.4ha of land for the erection of 100 No. dwellings (up to 30 (30%) affordable housing) together with 1.1ha of land set aside for public open space, strategic landscaping, 2.2ha of public open space, green corridors with vehicular access from Ford Lane & pedestrian/cycle access only from North End Road (resubmission following Y/19/20/RES). This application may affect the setting of listed buildings, affects the character & appearance of the Church Lane, Yapton Conservation Area & affects a Public Right of Way. This site falls within Strategic Site SP2 (Zero Rated)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/91/20/DOC&from=planningSearch,Land West of New Barn Lane Bersted   PO21 5DN,BE/91/20/DOC,24-08-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref APP/C3810/V/17/3166900 (BE/77/16/OUT) relating to Condition Nos 5 - surface water drainage, 6 - Construction Management Plan, 7 - foul drainage, 8 - ecological enhancement scheme, 10 - renewable energy and 11 - street lighting"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/160/20/HH&from=planningSearch,17 Sea Avenue Rustington   BN16 2DQ,R/160/20/HH,28-08-20,ApproveConditionally     ,Proposed two storey rear extensions and various roof alterations.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/129/20/NMA&from=planningSearch,Land between Ashurst and Badgers Ham Manor Way Angmering  BN16 4JQ,A/129/20/NMA,20-08-20,Approve     ,Non material amendment following grant of A/55/19/PL for amendment to siting of proposed house on block plan to match position on approved topographical 1:200 plan.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/211/20/T&from=planningSearch,18 A'Becket's Avenue Aldwick   PO21 5LY,AW/211/20/T,19-08-20,Refused     ,Crown reduction of 1 No. Oak to height 16m and spread 16m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/214/20/HH&from=planningSearch,15 Fernhurst Gardens Aldwick   PO21 4BA,AW/214/20/HH,27-08-20,ApproveConditionally     ,Proposed side extension and dormer enlargement.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/90/20/DOC&from=planningSearch,Lidl Land at Phase 1A Shripney Road Bognor Regis PO22 9NN,BE/90/20/DOC,19-08-20,DOC Approved     ,Approval of details reserved by condition imposed under ref BE/126/19/PL relating to Condition No 4 - hard and soft landscaping.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/196/20/PL&from=planningSearch,25 Sudley Road Bognor Regis   PO21 1EW,BR/196/20/PL,19-08-20,Refused     ,"New 2 storey extension on first floor with loft floor & 8 No. new dormer windows (4 No. at front, 4 No. at rear), first floor rear extension (mansard floor) with 8 No. roof windows, alterations to ground floor shopfront & new access to upper floors for use for 10 No. residential units (5 No. 1 bed units & 5 No. 2 bed units) (resubmission following BR/83/20/PL). This application may affect the setting of a Listed Building and is in CIL zone 4 (Zero Rated) as flats."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/153/20/NMA&from=planningSearch,28 Sea Drive Felpham   PO22 7NE,FP/153/20/NMA,21-08-20,Approve     ,Non material amendment following grant of FP/46/19/PL for addition of window on east elevation.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=M/61/20/HH&from=planningSearch,Ancton Lodge Ancton Lodge Lane Middleton-On-Sea  PO22 6LY,M/61/20/HH,03-09-20,ApproveConditionally     ,Garage Conversion with pitch roof over
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=M/62/20/NMA&from=planningSearch,9 Farm Close Elmer Middleton-On-Sea  PO22 6JQ,M/62/20/NMA,20-08-20,Refused     ,"Non-material amendment following grant of M/100/18/HH to reduce the total area of extension from the previously described proposals, to only the ground floor replacement of the existing conservatory with a side extension of 15m2 along the kitchen edge, with 3 No. flat roof windows."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/85/20/HH&from=planningSearch,108 Harbour View Road Pagham   PO21 4RJ,P/85/20/HH,21-08-20,ApproveConditionally     ,Single storey rear extension and replacement of flat roof with pitched roof and conversion of garage to habitable use.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/78/20/RES&from=planningSearch,Land East of Drove Lane Yapton   BN18 0EB,Y/78/20/RES,24-08-20,Refused     ,"Approval of reserved matters following outline consent Y/92/17/OUT for 300 No.dwellings covering landscape, layout, public open space, drainage, scale & external appearance. This application affects the setting of listed buildings, affects the character & appearance of the Main Road/Church Road, Yapton Conservation  Area & affects a Right of Way. This site falls within Strategic Site SD7 (Zero Rated)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/210/20/T&from=planningSearch,39 Craigweil Lane Aldwick   PO21 4AN,AW/210/20/T,18-08-20,ApproveConditionally     ,Fell 1 No. Sycamore (T1)
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/212/20/HH&from=planningSearch,63 Willowhale Green Aldwick   PO21 4LW,AW/212/20/HH,24-08-20,ApproveConditionally     ,Ramp for access to the front door.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/213/20/HH&from=planningSearch,10 Kingsway Aldwick   PO21 4DQ,AW/213/20/HH,24-08-20,ApproveConditionally     ,Demolition of conservatory and construction of single storey rear extension. This application may affect the character and appearance of the Craigwell House Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/96/20/HH&from=planningSearch,50 Elm Park Ferring   BN12 5RW,FG/96/20/HH,14-09-20,ApproveConditionally     ,Single storey rear infill extension
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/152/20/HH&from=planningSearch,8 Burley Road Felpham   PO22 7NF,FP/152/20/HH,24-08-20,ApproveConditionally     ,Rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/227/20/DOC&from=planningSearch,Land North of Toddington Lane Toddington Lane Littlehampton  BN17 7PP,LU/227/20/DOC,18-08-20,DOC Part Approved     ,Approval of details reserved by condition imposed under ref LU/346/14/PL relating to Condition No 1 - access & maintenance of watercourses or culverts for Phase 1 at Hampton Park.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/228/20/DOC&from=planningSearch,Land North of Toddington Lane Littlehampton   BN17 7PP,LU/228/20/DOC,25-08-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref LU/47/11 relating to Condition Nos 10 - surface water drainage, 12 - discharge flows to watercourses and 13 - foul drainage."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/84/20/HH&from=planningSearch,16 Manor Park Pagham   PO21 3JS,P/84/20/HH,24-08-20,ApproveConditionally     ,Single storey extension to side of house.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/127/20/CLP&from=planningSearch,4 Hailsham Close East Preston   BN16 1DW,A/127/20/CLP,18-08-20,PP Not Required     ,Lawful development certificate for a single storey side extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/92/20/TC&from=planningSearch,11 Nineveh Shipyard Arundel West Sussex  BN18 9SU,AB/92/20/TC,02-09-20,No Objection     ,Crown reduction of 1 No. Betula Utilis to height 7.6m and spread 4.3m. Crown reduction of 1 No. Small Betula Utilis to height 4.27m and spread 3m within Arundel Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/207/20/T&from=planningSearch,7 A'Becket's Avenue Bognor Regis   PO21 4LX,AW/207/20/T,17-08-20,Withdrawn     ,Crown reduction of 1 No. Cherry Tree to height 4m and spread 4m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/190/20/OUT&from=planningSearch,26 Burnham Avenue Bognor Regis   PO21 2JU,BR/190/20/OUT,02-09-20,Withdrawn     ,"Outline application with all matters reserved for up to 10 No. new dwellings with associated services, landscaping, car parking & amenity (resubmission following BR/49/19/OUT)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/192/20/T&from=planningSearch,Various locations on Servite Close Bognor Regis   ,BR/192/20/T,18-08-20,ApproveConditionally     ,Various works to various trees.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/193/20/DOC&from=planningSearch,9 Westloats Lane Bognor Regis   PO21 5JZ,BR/193/20/DOC,18-08-20,DOC Approved     ,Approval of details reserved by condition imposed under ref BR/219/18/PL relating to Condition No 4 - surface water drainage.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/149/20/NMA&from=planningSearch,107 Felpham Way Felpham   PO22 8QB,FP/149/20/NMA,18-08-20,Refused     ,Non-material amendment following grant of FP/258/19/PL for the increase in height of the roof ridge of secondary element to match the existing main roof structure
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/157/20/HH&from=planningSearch,70 Sea Avenue Rustington   BN16 2DJ,R/157/20/HH,17-08-20,ApproveConditionally     ,Hipped roof to gable end to west elevation. Roof dormer to north elevation. Pitched roof to replace flat roof to existing dormer to east elevation and external and internal alterations.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/49/20/DOC&from=planningSearch,Land East of Tye Lane Walberton   ,WA/49/20/DOC,18-08-20,DOC Approved     ,Approval of details reserved by condition imposed under ref WA/44/17/OUT relating to Condition No 42 - car parking spaces.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/77/20/PL&from=planningSearch,Forge Cottage Church Road Yapton  BN18 0ER,Y/77/20/PL,19-08-20,Withdrawn     ,"Removal of condition 3-surface water drainage scheme, imposed under Y/34/17/HH. This application is in CIL Zone 2 (Zero Rated) as 'other development'."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/80/20/A&from=planningSearch,Land at Street Buildings North End Road Yapton  BN18 0DT,Y/80/20/A,18-08-20,ApproveConditionally     ,Construction of 1 No. mounted stack sign advertisement board to West of North End Road.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/63/20/HH&from=planningSearch,Long Acre Littleheath Road Aldingbourne  BN18 0SR,AL/63/20/HH,14-08-20,ApproveConditionally     ,"Single storey and two storey rear, side and front extensions including re-roofing and re-fenestration work."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/88/20/HH&from=planningSearch,392 Chichester Road Bersted   PO21 5DR,BE/88/20/HH,21-08-20,ApproveConditionally     ,Cement board cladding to upper storey of existing house and extension approved under application number BE/35/20/HH.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/191/20/PL&from=planningSearch,10 Linden Court 31-35 Linden Road Bognor Regis  PO21 2AP,BR/191/20/PL,21-08-20,ApproveConditionally     ,Replace old timber windows with new PVC.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/96/20/HH&from=planningSearch,Little Dormers 23 Upper Drive East Preston  BN16 1QN,EP/96/20/HH,14-08-20,Withdrawn     ,"Roof and fenestration alterations to the rear elevation, new bay and porch skirt roof to the front elevation, and new roof linked detached double garage."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/93/20/NMA&from=planningSearch,10 Oval Waye Ferring   BN12 5RA,FG/93/20/NMA,17-08-20,Refused     ,Non material amendment following grant of FG/124/19/HH to replace 2 roof light windows with dormer roof windows to match the existing dormer roof window granted.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/94/20/HH&from=planningSearch,7 Little Drive Ferring   BN12 5RF,FG/94/20/HH,21-08-20,ApproveConditionally     ,Conversion of roofspace to habitable use and conversion of roof from hip to gable end and single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/95/20/DOC&from=planningSearch,Elm Lodge Tamarisk Way Ferring  BN12 5ER,FG/95/20/DOC,14-08-20,DOC Approved     ,"Approval of details reserved by condition imposed under APP/C3810/W/20/3245781 (FG/141/19/PL) relating to Condition Nos 3 - surface water drainage, 6 - obscured glazing, 7 - external lighting and 8 - landscaping."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/145/20/HH&from=planningSearch,17 Glynde Crescent Felpham   PO22 8HT,FP/145/20/HH,14-08-20,ApproveConditionally     ,Removal of existing front porch and erection of single storey front extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/156/20/PL&from=planningSearch,31 Albert Road Rustington   BN16 3JT,R/156/20/PL,18-08-20,Refused (Appealed)     ,"Extension and alteration of existing residential dwelling and subdivision to form 2no. two bedroom residential dwellings, together with formation of new vehicular access and entrance drive."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/75/20/HH&from=planningSearch,16 East Bank North End Road Yapton  BN18 0DJ,Y/75/20/HH,25-08-20,Refused     ,Removal of standard height kerb and installation of new drop kerb.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/76/20/A&from=planningSearch,Land to the South of Ford Lane and East of North End Road Yapton  ,Y/76/20/A,14-08-20,ApproveConditionally     ,Construction of 9 No. flags and 2 No. mounted stack advertisement boards to eastern side of North End Road.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/91/20/HH&from=planningSearch,5 Bernard Road Arundel   BN18 9EP,AB/91/20/HH,13-08-20,ApproveConditionally     ,Rear single storey extension plus 2 storey side extension and wrap round front porch roof together with all associated drainage works and addition of new side dormer.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/92/20/T&from=planningSearch,3 Lavender Court Ferringham Lane Ferring  BN12 5LX,FG/92/20/T,13-08-20,Refused     ,Fell 1 No. Himalayan Cedar
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/154/20/HH&from=planningSearch,23 Mill Lane Rustington   BN16 3ED,R/154/20/HH,21-08-20,ApproveConditionally     ,"Single storey part front, part side garage extension, part conversion of existing garage to form utility, WC, Kitchen, Dining area, formation of new flat roof over new extension and pitched roof over part of existing garage, installation of 1 no. roof lights in existing flat roof and 1 no. roof light in pitched roof. Insulate and externally render new and existing walls to single storey building (revised application from R/84/20/HH)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/73/20/PL&from=planningSearch,Land North of Yapton C of E Primary School North End Road Yapton  ,Y/73/20/PL,17-08-20,ApproveConditionally     ,Variation of condition 3-plans condition following the approval of Y/88/18/OUT to replace the Proposed Access Arrangement plan & remove the Swept Path Analysis & Sketch Site Layout. This application is in CIL Zone 3 (Zero Rated) as 'other development'.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/74/20/PL&from=planningSearch,Land at Stakers Farm North End Road Yapton  ,Y/74/20/PL,17-08-20,ApproveConditionally     ,"Variation of conditions 3 (plans condition) to replace 'Proposed Arrangement Drawing', remove 'Swept Path Analysis' & amendment to referencing/wording of the Location Plan currently referred to as 'drawing 6468-04 REV B as there is no revision B & 24 (range of dwellings) to include the wording 'or as otherwise agreed in writing by the Local Planning Authority following Y/44/17/OUT. This application is in CIL Zone 3 (Zero Rated) as other development."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/87/20/L&from=planningSearch,107/109 North Bersted Street Bersted   PO22 9AF,BE/87/20/L,14-08-20,ApproveConditionally     ,Listed building consent for a single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/92/20/DOC&from=planningSearch,Windermere Lake Lane Barnham  PO22 0AD,BN/92/20/DOC,17-08-20,DOC Approved     ,"Approval of details reserved by condition imposed under ref BN/23/15/PL relating to Condition Nos 5 - surface water drainage, 6 - discharge of flows and 7 - future access & maintenance of any watercourse or culvert."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/188/20/DOC&from=planningSearch,41-47 Pevensey Road Bognor Regis Bognor Regis  PO21 5NY,BR/188/20/DOC,13-08-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref APP/C3810/W/19/3230749 (BR/229/17/PL relating to Condition Nos 5 - surface water drainage, 6 - discharge flows to watercourses, 8 - materials & finishes, 9 - landscaping, 10 - boundary treatments, 11 - refuse/waste storage space/collection, 12 - pedestrian visibility splays, 14 - covered & secure cycle parking and 15 - electric vehicle charging"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/189/20/HH&from=planningSearch,32 Murina Avenue Bognor Regis   PO21 2DA,BR/189/20/HH,12-08-20,ApproveConditionally     ,Two storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=K/32/20/PL&from=planningSearch,Little Tangley Middle Way Kingston  BN16 1SB,K/32/20/PL,13-08-20,ApproveConditionally     ,Variation of condition 2 imposed under K/19/19/HH (APP/C3810/D/19/3241331)-materials to be used in the construction of the external surfaces of the development hereby permitted shall match those used in the existing building. This application is in CIL Zone 4 (Zero Rated) as no increase in floor area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/151/20/CLP&from=planningSearch,Brambles Hurst Road East Preston  BN16 3AP,R/151/20/CLP,16-09-20,Withdrawn     ,Lawful development certificate for a proposed single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/71/20/RES&from=planningSearch,Land North of Yapton Church of England Primary School North End Road Yapton  ,Y/71/20/RES,17-08-20,ApproveConditionally     ,"Approval of reserved matters following outline consent Y/88/18/OUT for the erection of 38 No. dwellings, Public Open Space, a play area & drainage features. This application affects Public Rights of Way."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/72/20/RES&from=planningSearch,Land at Stakers Farm North End Road Yapton  ,Y/72/20/RES,17-08-20,Undecided     ,"Approval of reserved matters following outline approval Y/44/17/OUT for the erection of 70 No. dwellings, public open space, play area, drainage & landscaping.  This application affects the character & appearance of the Main Road/Church Road Yapton Conservation Area & affects the setting of Listed Buildings."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/122/20/PDH&from=planningSearch,9 Brambletyne Close Angmering   BN16 4DD,A/122/20/PDH,12-08-20,Prior Approv not req     ,"Notification under extended permitted development rights for a single storey rear extension measuring 3.22m from beyond the rear wall of the original dwelling house, with maximum height of 3.64m and eaves height of 2.72m."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/123/20/NMA&from=planningSearch,Pound Place Roundstone Lane Angmering  BN16 4AL,A/123/20/NMA,25-08-20,Refused     ,"Non-material amendment following grant of A/9/19/PL for additional resident accommodation at second floor, including the provision of dormer windows and Velux type rooflights. The provision of a 'Garden Room' accessed from a first floor lounge by enclosing part of an external terrace area and second floor staff/service accommodation revised."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/90/20/HH&from=planningSearch,Wilton Barnham Road Eastergate  PO22 0EB,BN/90/20/HH,12-08-20,ApproveConditionally     ,Single storey side extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/142/20/T&from=planningSearch,8 Ceres Place Felpham   PO22 7RG,FP/142/20/T,14-08-20,Refused     ,Fell 1 No. Sycamore (T1)
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/70/20/OUT&from=planningSearch,Land East of Bilsham Road & land adjacent toLittle Meadow Bilsham Road Yapton ,Y/70/20/OUT,12-08-20,Refused     ,"Outline application with access for 81 No. new dwellings including 18 self-build plots (but retaining Oak Trees & Little Meadow dwellings), 3 No. new light industrial buildings as part of an enlarged employment site, Public Open Space & a new Village Hall.  The existing junction of Grevatts Lane West & Bilsham Road will be closed & Grevatts Lane West diverted to a new access point to the South.  This application may affect the setting of Grade II Listed Buildings & is a Departure from the Development Plan."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/205/20/CLP&from=planningSearch,36 Carlton Avenue Aldwick   PO21 3LR,AW/205/20/CLP,11-08-20,Refused     ,Lawful development certificate for the proposed demolition of existing garage and conservatory and replace with new rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/140/20/T&from=planningSearch,12 Grafton Avenue Bognor Regis West Sussex  PO22 6AR,FP/140/20/T,10-08-20,Refused     ,Fell 2 No. Taxus T1 and T2
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/217/20/HH&from=planningSearch,34 Pier Road Littlehampton   BN17 5LW,LU/217/20/HH,24-08-20,ApproveConditionally     ,Rear extension & outbuilding.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/218/20/PL&from=planningSearch,Flintstone Centre East Street Littlehampton  BN17 6AW,LU/218/20/PL,21-08-20,Withdrawn     ,Erection of new fencing & gates to the rear & sides of  building & removal of wire mesh fencing & gate between the playground & building. This application affects the character & appearance of the East Street Conservation. This application is in CIL Zone 4 (Zero Rated) as 'other development'.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/219/20/L&from=planningSearch,Flintstone Centre East Street Littlehampton  BN17 6AW,LU/219/20/L,21-08-20,Withdrawn     ,Listed building consent for the erection of new fencing & gates to the rear & sides of the building & removal of wire mesh fencing & gate between the playground & building.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/220/20/HH&from=planningSearch,21 Hollist Chase Wick Littlehampton  BN17 6FY,LU/220/20/HH,03-09-20,ApproveConditionally     ,Single storey extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/148/20/T&from=planningSearch,8 Elm Farm Cottages Old Manor Road Rustington  BN16 3FD,R/148/20/T,11-08-20,Approve     ,Crown lift of 1 No. Silver Birch to 2.8m above ground level. Crown reduction of 1 No. Silver Birch to height 7.5m and spread 4m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/149/20/HH&from=planningSearch,31 Seafield Road Rustington   BN16 2JH,R/149/20/HH,10-08-20,ApproveConditionally     ,Single storey flat roof extension to the rear.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/204/20/TC&from=planningSearch,Lindwood 34 Kingsway Aldwick  PO21 4DH,AW/204/20/TC,09-08-20,No Objection     ,Fell 1 No. Yew (T1). Reduce height of 1 No. Bay (T2) to 5m. Fell 1 No. Cypress (T3) within Craigwell House Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/121/20/PL&from=planningSearch,The Vinery Arundel Road Poling  BN18 9PY,A/121/20/PL,07-08-20,ApproveConditionally     ,"Variation of condition 2-plans condition following A/177/19/PL for revised 'Proposed Site Layout Plan-Block Plan, Proposed Ground Floor Plan, Proposed First Floor Plan, Proposed Elevation Sheet 1, Proposed Elevation Sheet 2, Drainage Layout, Birds Eye View, Perspective View Looking North East and Perspective View Looking West."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/202/20/TC&from=planningSearch,4 The Byeway Aldwick Bay Estate Bognor Regis West Sussex PO21 4ER,AW/202/20/TC,07-08-20,No Objection     ,Fell 1 No. Sorbus. Reduce North facing growth of 1 No. Oak by 1.5m to height 8m and spread 6m within the Aldwick Bay Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/86/20/NMA&from=planningSearch,Land At Salt Box West Of Shripney Road Bognor Regis  PO22 9NW,BE/86/20/NMA,10-08-20,Approve     ,"Non-material amendment following the granting of planning permission BE/135/18/PL to adjust the dock doors (Bay 12 enlarged and Bay 13 lowered), dock levellers added at docks 1-11 and 14-23, and dock shelters shown on Unit 2; hard landscape layout amended in the yard and in the car-park serving Unit 2; and the levels adjusted to comply with the levels agreed as part of the drainage conditions for Unit 2."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/185/20/NMA&from=planningSearch,25 Westingway Bognor Regis   PO21 2XX,BR/185/20/NMA,10-08-20,Approve     ,Non-material amendment following grant of BR/82/20/HH for the change of roof tiles to standing seam zinc roof covering
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/186/20/PL&from=planningSearch,Noelbury Court Flat 3 5 Stocker Road Bognor Regis PO21 2QH,BR/186/20/PL,31-08-20,ApproveConditionally     ,Minor alteration to rear elevation.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/93/20/HH&from=planningSearch,7 North Lane East Preston   BN16 1BN,EP/93/20/HH,01-09-20,ApproveConditionally     ,Erection of a outbuilding for use as a garden store.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/141/20/PDH&from=planningSearch,7 Roundle Square Felpham   PO22 8LA,FP/141/20/PDH,10-08-20,Prior Approv not req     ,"Notification under extended permitted development rights for a single storey rear extension with false pitch roof and atrium, measuring 3.5m from beyond the rear wall of the original dwelling house, with maximum height of 3.5m and eaves height of 2.5m."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/216/20/PL&from=planningSearch,2 Wick Parade Wick Street Littlehampton  BN17 7JQ,LU/216/20/PL,13-08-20,ApproveConditionally     ,"Change of use from newsagents (A1 shop) to hot food takeaway (A5 Hot Food Take Away), replacement shopfront including ATM, external alterations to rear elevation & installation of roof mounted extract flue & fresh air intake pipe (re-submission following LU/84/20/PL). This application is in CIL Zone 4 (Zero Rated) as 'other development'."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/83/20/HH&from=planningSearch,107/109 North Bersted Street Bognor Regis   PO22 9AF,BE/83/20/HH,12-08-20,ApproveConditionally     ,Single storey rear extension. This application affects the character & appearance of the North Bersted Conservation Area & affects the setting of a Listed Building.
